iyear,imonth,iday,provstate,city,latitude,longitude,summary,attacktype1_txt,targtype1_txt,corp1,target1,natlty1_txt,gname,weapsubtype1_txt,nkill,nwound
2009,6,9,North-West Frontier Province,Peshawar,34.009667,71.579994,"06/09/2009: On Tuesday night, in Peshawar, Pakistan, at the Pearl Continental Hotel, three armed assailants drove a double-cabin pick-up truck into the hotel, exploding on impact. The suicide truck contained 1,100 pounds of explosives. At least sixteen civilians, including two UN workers from Serbia and the Philippines were killed. At least 57 people were wounded in the attack, including three UN workers who were of Somali, Briton and German nationalities. No group claimed responsibility; however, authorities suspect the Taliban is responsible for the attack.",Bombing/Explosion,Government (Diplomatic),,The Pearl Continental Hotel in Peshawar,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Vehicle,19,57
2009,6,12,Punjab,Lahore,31.554606,74.357158,"06/12/2009: On Friday afternoon around 1445, in Lahore, Punjab, Pakistan, a suicide bomber detonated an improvised explosive device he was wearing inside the mosque and office of a renowned cleric, Sarfraz Naeemi, killing the cleric, one religious worker, two civilians, wounding eight civilians, and damaging one mosque. The aim of the attack was to trigger sectarian violence in Pakistan. Tehrik-i-Taliban Pakistan claimed responsibility.",Bombing/Explosion,Religious Figures/Institutions,,A mosque,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Suicide (carried bodily by human being),5,8
2009,6,14,North-West Frontier Province,Dera Ismail Khan,31.82851,70.907234,"06/14/2009: On Sunday afternoon at about 1215, in Mandi Tajarat Gunj, Dera Ismail Khan, North-West Frontier, Pakistan, assailants detonated an improvised explosive device on a cycle-cart in a market, killing nine civilians (6 Pakistani; 3 Afghan), wounding 36 others, damaging seven shops, and one set of electrical power lines. No motive was reported and no group claimed responsibility.",Bombing/Explosion,Private Citizens & Property,,A market,Pakistan,Unknown,Vehicle,9,36
2009,7,13,Punjab,Multan,30.197843,71.467629,"07/13/2009: On Monday, in the outskirts of Mian Channu, about 90 kilometers (55 miles) east of Multan in Pakistan's most populous and politically important province, Punjab, a powerful bomb blast has ripped through the central Pakistani province, killing at least fifteen people, seven of them children. The explosion targeted the house of a local cleric. The death toll may further rise as most of the 70 people injured are said to be in a serious condition. The Police suspect the explosives were placed inside the house, which was used to teach religious education to children. Local TV stations also report that more than 150 homes in the neighborhood were partially or completely destroyed in the blast, with many people feared trapped under the rubble.",Bombing/Explosion,Private Citizens & Property,,Civilians,Pakistan,Unknown,Other Explosive Type,15,70
2009,7,29,North-West Frontier Province,Dera Ismail Khan,31.82851,70.907234,"07/29/2009: On Wednesday, in Dera Ismail Khan, North West Frontier, Pakistan, assailants detonated a remote-controlled improvised explosive device in the parking area of a courthouse, killing five, including one bodyguard, and injuring four, including a prominent Shia lawyer, Mastan Zaidi, and damaging one vehicle. No group claimed responsibility.",Bombing/Explosion,Private Citizens & Property,,"A Shia lawyer, Mastan Zaidi,",Pakistan,Unknown,Remote Trigger,5,4
2009,7,30,Balochistan,Sangsila,29.08236,68.865528,"07/30/2009: On Thursday, in the Sangsila area, Sui, Balochistan, Pakistan, assailants fired upon a police patrol that was responding to the kidnapping of laborers in the area. One police officer was killed, 16 were injured and 19 others were kidnapped. On 07/31/2009, assailants fired upon and killed four of the kidnapped officers, while one police officer escaped. On 08/09/2009, the assailants fired upon and killed four more of the kidnapped police officers. On 08/14/2009, the assailants killed nine more police hostages by unknown means. On 08/18/2009, one police officer escaped. The Baluchistan Liberation Army (BLA) claimed responsibility.",Hostage Taking (Kidnapping),Police,Sui Law Enforcement,Police officers,Pakistan,Baloch Liberation Army (BLA),Unknown Gun Type,18,16
2009,8,1,Punjab,Gojra,31.149394,72.684071,"08/01/2009: On Saturday, in Gojra, Punjab, Pakistan, Muslim demonstrators set fire to house in a Christian enclave causing fighting to break out. Seven people were killed, 20 injured, and about 50 houses were burned down. About 200 people have been arrested from the violence, although no group has claimed responsibility.",Armed Assault,Private Citizens & Property,,Christian villagers,Pakistan,Unknown,Arson/Fire,7,20
2009,8,9,Federally Administered Tribal Areas,Mohmand district,34.565494,71.477429,"08/09/2009: On Sunday morning, in Khwezi village, Mohmand, Federally Administered Tribal Areas, Pakistan, assailants fired on a group of people, killing a tribal leader, Ajmal Khan, and his five bodyguards. eleven Suspected militants were killed by retaliatory fire during the attack. No group claimed responsibility, although it was widely believed the Taliban was responsible.",Assassination,Private Citizens & Property,,A tribal leader,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Unknown Gun Type,17,0
2009,8,12,Federally Administered Tribal Areas,South Waziristan district,32.320237,69.859741,"08/12/2009: On Wednesday, fierce clashes broke out between supporters of the late Baitullah Mehsud, and rival Turkistan Baitani in northwest Pakistan's South Waziristan tribal agency. Officials said that some 600 Taliban fighters from Baitullah group attacked a base of Turkistan Baitani in Sararogha area in South Waziristan and killed seven of his fighters. They also burned around 35 houses of the supporters of the Baitani faction and kidnapped 15 of his fighters. On the other hand, the pro-government Turkistan Baitani has claimed that his fighters killed up to 70 of Baitullah men. However there was no independent confirmation of his claim.  The status of the hostages is unknown.",Armed Assault,Terrorists/Non-State Militia,Turkistan Baitani,A base of Turkistan Baitani in Sararogha area.,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Arson/Fire,70,0
2009,8,13,Federally Administered Tribal Areas,Wana,32.301964,69.590665,"08/13/2009: On Thursday, in Wana, Federally Administered Tribal Areas, Pakistan, assailants detonated a vehicle-borne improvised explosive device targeting the vehicle of a tribal elder, killing three civilian bystanders, the tribal elder, and his driver, wounding three civilian bystanders, and damaging the vehicle and several shops. No group claimed responsibility.",Assassination,Private Citizens & Property,,The target of the attack was a tribal elder.,Pakistan,Unknown,Vehicle,5,3
2009,8,14,Balochistan,Sangsila,29.08236,68.865528,"08/14/2009: On Friday, in the Sangsila area of Balochistan, Pakistan, the assailants killed nine more police hostages originally abducted on 07/30/2009 by unknown means. The Balochistan Liberation Army (BLA) claimed responsibility.",Unknown,Police,Pakistani Law Enforcement,Nine police hostages,Pakistan,Baloch Liberation Army (BLA),,9,0
2009,8,17,North-West Frontier Province,Shabqadar,34.217597,71.556177,"08/17/2009: On Monday, in Shabqadar Tehsil, North West Frontier Province, Pakistan, assailants detonated a remote-controlled improvised explosive device that was hidden on a passenger van, killing four civilians and three children, injuring eight civilians and children, and damaging the van. The bomb was hidden in a box containing medicine. The Taliban claimed responsibility.",Bombing/Explosion,Private Citizens & Property,,A passenger van,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Remote Trigger,7,8
2009,8,17,North-West Frontier Province,Shabqadar,34.217597,71.556177,"08/17/2009: On Monday, in Shabqadar, Charsadda, North West Frontier Province, Pakistan, at least 12 people were killed in a car blast in a petrol station. The bomb was attached to a passenger pick-up and exploded when it was getting fuel at a petrol pump. Twelve other people including women and children were wounded in the blast. Pakistan Taliban claimed responsibility.",Bombing/Explosion,Business,,Civilians,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Vehicle,12,12
2009,8,22,Balochistan,Zowag,26.444754,65.237975,"08/22/2009: On Saturday morning, around 21 rockets fired from an unknown location hit buildings in Mashkal area of Washik district, close to the Pakistan-Iran border and some 400km west from here, leaving two women and two children dead and five other people wounded. A long-range rocket hit the house of one Mohammad Hayat in western Zowag, a village near Mashkal town, killing his wife, daughter and a relative. A hospital and a school were also damaged in the attack. No group has claimed responsibility for the attack.",Bombing/Explosion,Private Citizens & Property,,The targets of the attack were buildings and houses.,Pakistan,Unknown,"Projectile (rockets, mortars, RPGs, etc.)",7,5
2009,8,23,Federally Administered Tribal Areas,South Waziristan district,32.320237,69.859741,"08/23/2009: On Sunday, in South Waziristan, Federally Administered Tribal Areas, Pakistan, unknown gunmen shot dead a pro-government tribal elder, his son and three others in Pakistan' s tribal region. Malik Sarwar Khan Wazir was ambushed by gunmen when he was heading in his car to Wana, the center of South Waziristan bordering Afghanistan. Sarawr, his son Bakhmal, brother Gulzari and a relative Sadiq died at the scene. A passerby was also killed and two other people were injured in the firing. The gunmen fled in their window-curtained car. Officials suspected that militants from the Baitullah Mehsud group of Taliban may be behind the incident, but no group has claimed responsibility for the attack.",Armed Assault,Private Citizens & Property,,The vehicle of a tribal elder,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Unknown Gun Type,5,2
2009,9,18,North-West Frontier Province,Kohat,33.583401,71.433219,"09/18/2009: On Friday, in Uztarzai, Kohat, North West Frontier, Pakistan, a suicide bomber drove his vehicle into a public market near a hotel and detonated his vehicle-borne improvised explosive device, killing 25 civilians, injuring 36 others, and damaging the hotel, at least 49 shops, and 16 vehicles. Lashkar-e-Jhangvi claimed responsibility. The bomb contained more than 300 pounds of explosives.",Bombing/Explosion,Private Citizens & Property,,The target of the bombing was civilians.,Pakistan,Lashkar-e-Jhangvi,Vehicle,25,36
2009,9,24,North-West Frontier Province,Bannu,32.984995,70.606944,"09/24/2009: On Thursday, in Bannu, North West Frontier, Pakistan, assailants fired upon a vehicle carrying a local peace committee, killing seven tribal elders and two civilians, wounding seven tribal elders, and damaging the vehicle. No group claimed responsibility.",Armed Assault,Private Citizens & Property,,The target of the attack was civilians.,Pakistan,Unknown,Unknown Gun Type,9,7
2009,9,26,North-West Frontier Province,Peshawar,34.009667,71.579994,"09/26/2009: On Saturday at 1200 noon, in Peshawar, North West Frontier, Pakistan, a suicide bomber threw a grenade and then detonated a vehicle-borne improvised explosive device in front of a bank, killing six civilians, wounding 40 others, and damaging 100 businesses, 100 shops, 49 vehicles, and the bank. The Taliban claimed responsibility for the attack.",Bombing/Explosion,Business,,A bank,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Vehicle,7,40
